ID,Gender,WH,random_int_1
1497,f,27,1623
1498,f,49,1613
1499,f,33,1624
1500,f,26,1611
1501,f,34,1620
1502,m,27,1591
1503,f,55,1623
1504,m,8,1616
1505,f,15,1613
1506,m,5,1612
1507,m,11,1616
1508,f,19,1597
1509,m,1,1594
1510,m,30,1597
1511,f,2,1609
1512,m,2,1613
1513,m,50,1600
1514,f,44,1588
1515,f,57,1595
1516,m,9,1598
1517,m,6,1607
1518,f,39,1589
1519,m,55,1622
1520,f,53,1606
1521,m,40,1602
1522,m,34,1612
1523,m,1,1616
1524,f,59,1603
1525,f,37,1602
1526,m,21,1613
1527,m,17,1594
1528,f,3,1606
1529,f,53,1619
1530,f,4,1623
1531,m,52,1610
1532,m,26,1625
1533,f,7,1624
1534,m,4,1609
1535,f,6,1606
1536,m,45,1614
1537,m,3,1586
1538,m,43,1619
1539,f,0,1622
1540,f,8,1605
1541,m,4,1599
1542,m,14,1597
1543,m,27,1607
1544,m,52,1609
1545,f,29,1599
1546,m,8,1620
1547,f,51,1596
1548,m,54,1592
1549,f,55,1604
1550,f,59,1605
1551,m,19,1610
1552,f,25,1603
1553,f,53,1614
1554,f,32,1608
1555,m,19,1616
1556,f,50,1616
1557,f,47,1605
1558,m,20,1608
1559,f,34,1606
1560,f,12,1621
1561,f,7,1623
1562,f,9,1620
1563,m,42,1601
1564,f,54,1619
1565,f,19,1590
1566,f,58,1600
1567,m,42,1610
1568,m,19,1604
1569,m,25,1622
1570,f,51,1600
1571,f,55,1588
1572,m,3,1599
1573,m,32,1600
1574,f,14,1606
1575,m,49,1591
1576,m,19,1612
1577,f,10,1607
1578,m,20,1611
1579,f,2,1617
1580,m,1,1597
1581,m,13,1590
1582,f,19,1602
1583,f,6,1624
1584,f,28,1617
1585,f,3,1588
1586,f,27,1611
1587,m,33,1592
1588,f,12,1591
1589,m,36,1592
1590,f,44,1610
1591,m,56,1616
1592,f,2,1624
1593,f,34,1611
1594,m,10,1598
1595,m,42,1604
1596,m,23,1589
1597,f,50,1611
1598,m,35,1619
1599,m,6,1621
1600,f,16,1598
1601,f,19,1597
1602,f,3,1590
1603,m,56,1623
1604,m,3,1596
1605,m,53,1586
1606,f,12,1606
1607,f,22,1589
1608,m,15,1595
1609,f,16,1623
1610,m,49,1592
1611,f,29,1601
1612,f,12,1617
1613,f,4,1625
1614,f,18,1623
1615,f,55,1611
1616,f,14,1594
1617,f,19,1616
1618,f,9,1607
1619,m,25,1608
1620,f,34,1605
1621,f,53,1615
1622,m,25,1625
1623,m,33,1595
1624,m,54,1625
1625,m,4,1592
1626,f,9,1625
1627,f,6,1624
1628,f,59,1607
1629,m,25,1587
1630,m,41,1591
1631,m,15,1597
1632,m,15,1595
1633,f,8,1603
1634,f,1,1614
1635,f,19,1590
1636,m,56,1588
1637,m,8,1592
1638,m,0,1607
1639,m,2,1625
1640,m,48,1600
1641,m,18,1589
1642,m,34,1616
1643,f,20,1590
1644,f,13,1604
1645,f,34,1602
1646,f,19,1605
1647,f,11,1599
1648,m,29,1610
1649,f,25,1604
1650,m,46,1621
1651,f,3,1598
1652,m,51,1621
1653,f,50,1608
1654,m,43,1606
1655,m,31,1616
1656,m,22,1612
1657,m,13,1619
1658,f,38,1615
1659,f,11,1604
1660,f,6,1592
1661,f,41,1623
1662,m,1,1605
1663,f,23,1593
1664,m,8,1611
1665,f,8,1601
1666,f,56,1618
1667,f,50,1617
1668,m,3,1586
1669,f,13,1594
1670,f,20,1617
1671,m,8,1621
1672,m,31,1612
1673,f,6,1623
1674,m,54,1590
1675,m,49,1592
1676,m,50,1622
1677,m,24,1621
1678,f,18,1609
1679,m,11,1598
1680,f,55,1610
1681,f,23,1598
1682,f,4,1616
1683,f,52,1601
1684,m,29,1621
1685,f,4,1621
1686,m,28,1596
1687,f,52,1597
1688,m,41,1615
1689,f,44,1600
1690,m,13,1613
1691,f,36,1624
1692,m,29,1609
1693,f,29,1603
1694,m,51,1615
1695,f,26,1589
1696,m,0,1596
1697,f,37,1615
1698,m,38,1606
1699,m,56,1596
1700,m,50,1606
1701,m,40,1598
1702,m,38,1595
1703,f,39,1600
1704,f,45,1590
1705,f,42,1588
1706,m,58,1592
1707,m,7,1599
1708,m,12,1612
1709,m,22,1588
1710,f,52,1591
1711,m,50,1619
1712,f,22,1622
1713,m,22,1624
1714,m,43,1610
1715,m,32,1617
1716,f,29,1617
1717,f,39,1599
1718,f,16,1617
1719,f,5,1597
1720,m,34,1595
1721,f,22,1606
1722,m,59,1588
1723,m,34,1601
1724,m,44,1610
1725,m,56,1621
1726,m,24,1589
1727,m,43,1610
1728,m,45,1622
1729,m,9,1611
1730,f,38,1625
1731,f,17,1587
1732,f,58,1607
1733,f,22,1594
1734,m,24,1602
1735,m,6,1594
1736,f,0,1599
1737,f,48,1616
1738,f,7,1587
1739,f,4,1607
1740,f,14,1601
1741,m,35,1597
1742,f,13,1589
1743,m,22,1615
1744,f,57,1586
1745,f,34,1601
1746,m,43,1586
1747,f,36,1613
1748,f,39,1588
1749,f,27,1613
1750,f,9,1588
1751,m,10,1599
1752,m,49,1607
1753,f,37,1611
1754,m,57,1586
1755,m,54,1596
1756,f,39,1593
1757,m,25,1592
1758,m,2,1612
1759,m,59,1619
1760,f,0,1605
1761,f,31,1609
1762,m,25,1614
1763,m,1,1597
1764,m,48,1605
1765,f,17,1618
1766,m,56,1623
1767,f,17,1618
1768,f,22,1607
1769,m,5,1599
1770,f,17,1609
1771,m,12,1596
1772,f,50,1602
1773,f,29,1598
1774,m,0,1588
1775,m,19,1623
1776,m,48,1623
1777,m,55,1592
1778,m,43,1588
1779,f,24,1588
1780,f,55,1612
1781,f,12,1609
1782,m,47,1621
1783,f,53,1609
1784,f,15,1614
1785,m,11,1586
1786,f,27,1621
1787,m,33,1625
1788,f,20,1588
1789,f,57,1589
1790,f,24,1614
1791,m,4,1604
1792,m,45,1605
1793,m,23,1616
1794,f,11,1613
1795,m,55,1611
1796,m,12,1623
1797,f,25,1608
1798,f,21,1611
1799,m,40,1616
1800,f,8,1615
1801,f,12,1609
1802,f,51,1590
1803,m,50,1591
1804,f,58,1614
1805,m,13,1622
1806,f,39,1592
1807,m,38,1601
1808,f,48,1613
1809,f,10,1618
1810,f,8,1602
1811,m,50,1621
1812,m,29,1592
1813,m,37,1588
1814,m,2,1597
1815,f,14,1615
1816,f,2,1590
1817,m,21,1593
1818,m,28,1615
1819,f,3,1606
1820,m,11,1586
1821,f,54,1606
1822,m,10,1612
1823,f,8,1604
1824,f,39,1607
1825,m,46,1602
1826,m,23,1601
1827,m,25,1603
1828,f,14,1607
1829,f,14,1609
1830,f,40,1593
1831,f,52,1612
1832,f,0,1609
1833,m,17,1616
1834,f,48,1617
1835,m,45,1615
1836,f,17,1614
1837,f,13,1613
1838,f,21,1618
1839,f,34,1602
1840,m,20,1607
1841,m,0,1613
1842,f,7,1604
1843,f,47,1625
1844,m,36,1606
1845,f,7,1621
1846,f,10,1617
1847,f,24,1625
1848,f,42,1602
1849,f,11,1623
1850,m,38,1602
1851,m,20,1602
1852,f,32,1625
1853,m,31,1610
1854,m,38,1605
1855,f,0,1591
1856,f,22,1586
1857,f,46,1621
1858,f,48,1623
1859,f,41,1616
1860,f,28,1598
1861,f,58,1605
1862,f,6,1611
1863,f,53,1621
1864,m,14,1615
1865,m,48,1588
1866,m,47,1587
1867,m,30,1600
1868,m,40,1616
1869,f,18,1607
1870,f,11,1614
1871,m,13,1621
1872,f,37,1588
1873,m,25,1611
1874,m,3,1595
1875,m,27,1605
1876,m,0,1591
1877,m,32,1620
1878,m,4,1587
1879,m,35,1617
1880,m,31,1610
1881,m,45,1618
1882,f,33,1589
1883,m,58,1602
1884,m,52,1600
1885,m,1,1623
1886,m,57,1602
1887,m,18,1597
1888,m,31,1589
1889,f,26,1596
1890,m,37,1618
1891,m,51,1601
1892,f,18,1614
1893,m,54,1621
1894,f,46,1589
1895,f,21,1620
1896,f,31,1618
1897,m,17,1595
1898,f,59,1598
1899,f,57,1597
1900,m,4,1590
1901,f,56,1590
1902,f,11,1607
1903,f,12,1615
1904,m,38,1616
1905,m,20,1616
1906,f,51,1587
1907,f,15,1624
1908,m,4,1598
1909,m,37,1615
1910,f,35,1617
1911,m,35,1616
1912,f,40,1618
1913,f,15,1619
1914,f,36,1619
1915,m,41,1597
1916,f,16,1608
1917,f,27,1589
1918,f,30,1603
1919,m,45,1603
1920,m,17,1610
1921,m,55,1596
1922,f,36,1587
1923,f,28,1625
1924,m,40,1601
1925,f,56,1606
1926,f,48,1611
1927,m,23,1621
1928,f,48,1618
1929,f,3,1624
1930,f,31,1625
1931,f,49,1605
1932,m,0,1590
1933,m,38,1595
1934,f,16,1587
1935,f,26,1598
1936,m,2,1603
1937,f,25,1592
1938,f,17,1620
1939,f,37,1607
1940,f,21,1613
1941,f,0,1619
1942,f,58,1608
1943,f,16,1604
1944,f,18,1613
1945,f,52,1599
1946,m,19,1604
1947,f,1,1621
1948,f,59,1593
1949,f,20,1598
1950,m,6,1614
1951,m,16,1607
1952,f,22,1596
1953,f,46,1591
1954,f,31,1608
1955,f,54,1600
1956,m,14,1608
1957,m,39,1613
1958,f,10,1613
1959,f,42,1590
1960,m,42,1599
1961,m,7,1624
1962,m,19,1608
1963,m,27,1611
1964,m,19,1621
1965,m,27,1617
1966,m,47,1621
1967,f,51,1623
1968,m,13,1614
1969,f,42,1624
1970,f,5,1606
1971,f,8,1616
1972,m,42,1610
1973,f,5,1609
1974,f,15,1598
1975,f,5,1587
1976,m,44,1599
1977,m,43,1593
1978,f,16,1605
1979,f,42,1598
1980,m,55,1596
1981,m,16,1603
1982,f,21,1606
1983,f,57,1604
1984,f,3,1601
1985,m,50,1594
1986,f,37,1589
1987,f,53,1614
1988,m,54,1616
1989,m,46,1602
1990,f,26,1610
1991,m,35,1588
1992,f,40,1615
1993,f,51,1607
1994,f,22,1619
1995,f,52,1618
1996,m,56,1594
1997,m,24,1608
1998,m,40,1607
1999,m,9,1586
2000,m,4,1605
2001,f,28,1605
2002,m,32,1619
2003,m,24,1602
2004,m,36,1618
2005,m,20,1607
2006,m,41,1591
2007,m,56,1608
2008,m,39,1602
2009,f,6,1618
2010,f,11,1602
2011,f,30,1623
2012,m,49,1625
2013,m,51,1610
2014,m,20,1613
2015,f,30,1623
2016,f,25,1612
2017,f,12,1588
2018,f,10,1615
2019,m,11,1609
2020,f,7,1586
2021,f,58,1614
2022,f,14,1595
2023,f,58,1620
2024,f,44,1587
2025,m,32,1607
2026,m,37,1594
2027,m,44,1602
2028,f,21,1621
2029,f,29,1598
2030,m,48,1589
2031,f,8,1624
2032,f,26,1595
2033,f,41,1605
2034,f,3,1607
2035,m,17,1596
2036,m,29,1613
2037,f,3,1589
2038,m,44,1607
2039,f,43,1623
2040,m,52,1623
2041,f,17,1599
2042,f,49,1606
2043,f,8,1588
2044,m,30,1615
2045,f,41,1613
2046,f,6,1601
2047,f,3,1590
2048,m,18,1624
2049,m,45,1600
2050,f,30,1616
2051,f,42,1614
2052,m,27,1590
2053,m,19,1597
2054,m,51,1612
2055,f,46,1617
2056,f,29,1601
2057,f,16,1621
2058,f,10,1616
2059,f,21,1591
2060,f,2,1608
2061,m,13,1599
2062,f,30,1622
2063,f,1,1588
2064,f,9,1605
2065,m,52,1613
2066,m,39,1603
2067,m,20,1617
2068,f,50,1618
2069,f,11,1620
2070,f,6,1603
2071,f,5,1613
2072,m,56,1600
2073,f,43,1611
2074,f,22,1596
2075,m,53,1591
2076,f,59,1621
2077,m,55,1618
2078,f,2,1588
2079,f,42,1622
2080,m,58,1618
2081,m,36,1591
2082,f,1,1599
2083,f,21,1618
2084,m,12,1606
2085,m,53,1619
2086,m,41,1591
2087,m,2,1597
2088,m,20,1587
2089,m,1,1614
2090,m,19,1623
2091,m,48,1593
2092,m,3,1598
2093,m,3,1613
2094,m,33,1601
2095,m,10,1605
2096,m,54,1592
2097,m,16,1606
2098,f,2,1593
2099,f,2,1594
2100,f,34,1595
2101,f,50,1603
2102,f,10,1597
2103,m,19,1593
2104,f,19,1602
2105,f,50,1596
2106,m,42,1615
2107,f,15,1595
2108,m,12,1609
2109,f,45,1620
2110,f,8,1603
2111,f,21,1608
2112,m,42,1590
2113,m,25,1593
2114,f,4,1603
2115,m,26,1607
2116,f,49,1625
2117,m,7,1609
2118,f,1,1597
2119,m,4,1604
2120,m,7,1591
2121,m,26,1596
2122,m,9,1625
2123,m,47,1615
2124,f,27,1615
2125,f,11,1620
2126,f,18,1607
2127,f,23,1586
2128,f,32,1608
2129,f,48,1604
2130,m,48,1612
2131,m,39,1600
2132,m,11,1624
2133,m,50,1618
2134,m,7,1613
2135,m,10,1592
2136,f,47,1607
2137,m,19,1605
2138,f,32,1612
2139,m,6,1587
2140,m,29,1599
2141,f,44,1599
2142,f,16,1619
2143,f,48,1595
2144,f,8,1621
2145,f,13,1621
2146,f,18,1599
2147,f,12,1615
2148,m,23,1611
2149,m,15,1603
2150,f,51,1594
2151,m,56,1610
2152,f,4,1590
2153,m,40,1597
2154,m,29,1588
2155,f,27,1595
2156,m,45,1612
2157,m,51,1611
2158,m,20,1608
2159,f,22,1612
2160,f,4,1586
2161,f,4,1603
2162,m,37,1586
2163,m,28,1600
2164,m,39,1620
2165,f,31,1588
2166,m,20,1601
2167,f,50,1624
2168,f,29,1609
2169,f,40,1604
2170,m,59,1610
2171,f,54,1623
2172,m,9,1594
2173,f,3,1596
2174,f,30,1615
2175,f,30,1586
2176,m,38,1612
2177,f,22,1590
2178,f,16,1619
2179,m,55,1601
2180,m,39,1598
2181,f,11,1619
2182,f,19,1612
2183,m,55,1595
2184,m,37,1597
2185,f,52,1596
2186,m,9,1603
2187,m,37,1591
2188,m,54,1602
2189,f,28,1624
2190,f,34,1588
2191,f,59,1587
2192,f,41,1605
2193,f,45,1587
2194,m,28,1603
2195,f,49,1625
2196,f,56,1591
2197,f,17,1586
2198,m,52,1596
2199,m,50,1602
2200,m,50,1598
2201,m,50,1591
2202,m,45,1603
2203,m,46,1620
2204,f,39,1622
2205,m,28,1623
2206,f,44,1591
2207,m,33,1591
2208,m,37,1610
2209,m,5,1607
2210,f,13,1590
2211,m,13,1622
2212,f,31,1599
2213,m,34,1593
2214,f,22,1615
2215,m,5,1617
2216,m,33,1601
2217,m,7,1612
2218,f,21,1606
2219,m,24,1588
2220,f,5,1612
2221,m,9,1622
2222,m,16,1615
2223,m,13,1615
2224,f,28,1589
2225,f,24,1610
2226,m,12,1605
2227,f,5,1619
2228,f,40,1589
2229,f,32,1607
2230,m,4,1622
2231,f,4,1604
2232,f,39,1597
2233,f,43,1590
2234,f,13,1615
2235,m,10,1590
2236,m,45,1604
2237,m,0,1618
2238,m,42,1588
2239,m,2,1622
2240,m,0,1600
2241,f,15,1603
2242,f,53,1621
2243,f,1,1600
2244,f,9,1622
2245,m,34,1591
2246,m,59,1608
2247,m,55,1604
2248,m,16,1622
2249,f,10,1590
2250,f,3,1589
2251,f,22,1623
2252,f,9,1607
2253,f,6,1607
2254,m,19,1617
2255,m,43,1590
2256,m,22,1623
2257,m,50,1596
2258,f,54,1607
2259,f,28,1616
2260,m,36,1588
2261,f,29,1588
2262,m,17,1593
2263,m,49,1588
2264,m,40,1622
2265,f,19,1605
2266,m,3,1586
2267,m,28,1618
2268,f,33,1607
2269,m,58,1613
2270,f,39,1616
2271,m,48,1593
2272,m,10,1601
2273,f,1,1589
2274,f,19,1596
2275,f,28,1611
2276,f,38,1611
2277,m,49,1601
2278,m,21,1602
2279,f,13,1617
2280,f,2,1597
2281,f,33,1606
2282,m,56,1624
2283,f,53,1591
2284,f,47,1618
2285,f,59,1600
2286,f,55,1615
2287,f,7,1597
2288,f,45,1595
2289,f,22,1595
2290,f,4,1596
2291,f,32,1611
2292,f,8,1596
2293,f,35,1597
2294,m,42,1617
2295,m,48,1616
2296,f,43,1586
2297,m,49,1614
2298,f,9,1605
2299,m,59,1617
2300,f,13,1619
2301,f,4,1603
2302,f,55,1601
2303,m,41,1592
2304,f,46,1614
2305,m,4,1615
2306,f,29,1607
2307,f,53,1620
2308,m,57,1600
2309,m,7,1622
2310,f,42,1604
2311,m,21,1612
2312,f,17,1617
2313,f,51,1589
2314,m,24,1604
2315,f,53,1624
2316,f,31,1622
2317,f,22,1620
2318,f,31,1606
2319,m,29,1590
2320,m,25,1620
2321,m,1,1601
2322,f,9,1592
2323,f,51,1600
2324,m,22,1587
2325,m,43,1622
2326,f,17,1608
2327,f,26,1622
2328,m,0,1589
2329,m,29,1595
2330,f,50,1596
2331,m,46,1593
2332,f,9,1587
2333,f,27,1603
2334,f,56,1623
2335,f,7,1619
2336,m,11,1605
2337,m,39,1597
2338,f,9,1607
2339,f,37,1625
2340,f,35,1625
2341,m,15,1595
2342,f,17,1620
2343,f,7,1617
2344,f,54,1603
2345,f,4,1602
2346,f,47,1593
2347,f,36,1603
2348,f,29,1603
2349,f,13,1625
2350,m,18,1599
2351,m,59,1588
2352,f,9,1589
2353,m,41,1611
2354,f,4,1618
2355,m,32,1602
2356,m,41,1597
2357,m,21,1601
2358,f,4,1592
2359,f,31,1604
2360,f,32,1622
2361,f,9,1588
2362,f,55,1625
2363,m,50,1591
2364,m,5,1591
2365,f,57,1616
2366,f,55,1607
2367,m,26,1612
2368,m,42,1589
2369,f,20,1612
2370,m,10,1617
2371,m,42,1613
2372,f,20,1618
2373,f,23,1624
2374,f,7,1596
2375,f,24,1610
2376,m,17,1606
2377,m,37,1586
2378,m,55,1598
2379,f,33,1592
2380,f,36,1608
2381,m,12,1612
2382,f,5,1617
2383,f,48,1592
2384,m,16,1607
2385,f,25,1624
2386,m,42,1588
2387,f,59,1622
2388,m,31,1590
2389,m,37,1620
2390,m,0,1592
2391,m,8,1618
2392,m,16,1604
2393,f,26,1586
2394,f,51,1595
2395,f,21,1587
2396,f,45,1611
2397,f,44,1604
2398,m,16,1591
2399,f,56,1618
2400,f,47,1616
2401,f,36,1587
2402,f,43,1590
2403,f,0,1601
2404,f,5,1615
2405,f,24,1610
2406,f,23,1609
2407,m,8,1594
2408,m,14,1607
2409,m,30,1612
2410,m,9,1610
2411,m,23,1593
2412,f,19,1615
2413,m,1,1597
2414,m,15,1607
2415,m,56,1606
2416,m,51,1620
2417,m,16,1590
2418,m,55,1608
2419,m,40,1606
2420,m,49,1609
2421,f,26,1622
2422,m,21,1592
2423,f,54,1598
2424,m,17,1617
2425,f,25,1611
2426,m,43,1609
2427,m,32,1589
2428,f,14,1608
2429,m,56,1598
2430,m,0,1590
2431,m,52,1621
2432,m,0,1589
2433,m,28,1594
2434,m,22,1621
2435,f,52,1600
2436,f,34,1624
2437,f,11,1620
2438,f,23,1607
2439,m,21,1616
2440,f,0,1615
2441,f,17,1592
2442,f,18,1593
2443,f,9,1599
2444,f,59,1611
2445,f,30,1586
2446,m,37,1613
2447,f,50,1596
2448,f,30,1605
2449,f,38,1622
2450,m,9,1622
2451,f,53,1591
2452,f,54,1589
2453,m,49,1590
2454,f,35,1610
2455,f,1,1588
2456,m,58,1625
2457,m,15,1606
2458,m,13,1612
2459,m,34,1594
2460,f,0,1607
2461,m,25,1613
2462,f,20,1590
2463,m,48,1621
2464,f,46,1622
2465,f,21,1594
2466,f,19,1609
2467,m,57,1608
2468,f,39,1604
2469,m,3,1609
2470,f,10,1614
2471,m,7,1618
2472,f,31,1604
2473,m,37,1600
2474,f,21,1598
2475,m,17,1593
2476,f,4,1593
2477,m,43,1603
2478,f,33,1611
2479,m,14,1593
2480,f,51,1609
2481,f,41,1611
2482,m,24,1619
2483,m,13,1595
2484,m,37,1609
2485,m,35,1601
2486,m,1,1616
2487,f,54,1592
2488,f,43,1609
2489,m,6,1605
2490,m,57,1588
2491,m,6,1612
2492,m,26,1618
2493,m,54,1588
2494,f,28,1594
2495,m,47,1619
2496,f,31,1625
2497,m,6,1621
2498,m,16,1625
2499,f,22,1586
2500,f,52,1614
2501,f,18,1592
2502,m,53,1593
2503,m,35,1607
2504,f,21,1605
2505,f,39,1601
2506,m,33,1594
2507,f,10,1612
2508,f,6,1586
2509,f,56,1586
2510,m,5,1608
2511,f,13,1619
2512,m,23,1612
2513,m,43,1594
2514,f,22,1594
2515,f,58,1593
2516,m,31,1589
2517,f,45,1606
2518,f,2,1614
2519,f,40,1601
2520,f,2,1597
2521,f,52,1608
2522,f,52,1593
2523,f,12,1611
2524,m,49,1619
2525,m,40,1624
2526,f,43,1625
2527,m,37,1593
2528,m,38,1601
2529,m,50,1616
2530,f,10,1587
2531,m,27,1614
2532,m,16,1597
2533,f,17,1613
2534,m,53,1624
2535,m,57,1618
2536,m,52,1587
2537,m,3,1613
2538,m,0,1616
2539,f,55,1622
2540,f,59,1587
2541,f,50,1609
2542,m,24,1618
2543,f,42,1625
2544,m,6,1600
2545,f,20,1587
2546,m,38,1610
2547,m,40,1624
2548,f,28,1604
2549,f,28,1625
2550,f,5,1612
2551,m,39,1590
2552,f,6,1622
2553,f,14,1608
2554,m,26,1593
2555,f,55,1624
2556,m,13,1604
2557,m,54,1599
2558,m,16,1613
2559,f,17,1617
2560,f,54,1595
2561,f,9,1609
2562,m,16,1609
2563,m,11,1618
2564,m,11,1590
2565,f,19,1616
2566,m,18,1593
2567,m,17,1591
2568,m,56,1607
2569,m,54,1609
2570,m,9,1599
2571,m,20,1593
2572,f,26,1609
2573,f,53,1615
2574,f,56,1592
2575,f,9,1622
2576,m,15,1591
2577,f,43,1594
2578,f,5,1598
2579,f,4,1592
2580,f,50,1603
2581,m,5,1612
2582,m,5,1616
2583,m,27,1610
2584,m,5,1612
2585,m,26,1596
2586,f,34,1594
2587,m,11,1607
2588,m,10,1602
2589,f,45,1595
2590,m,11,1591
2591,f,34,1613
2592,f,20,1599
2593,f,3,1624
2594,f,47,1621
2595,m,56,1614
2596,f,37,1617
2597,m,40,1604
2598,m,10,1624
2599,f,58,1590
2600,f,9,1603
2601,m,23,1615
2602,f,21,1587
2603,f,39,1597
2604,m,11,1608
2605,m,50,1609
2606,f,28,1604
2607,f,52,1594
2608,f,35,1598
2609,f,36,1590
2610,m,4,1613
2611,m,38,1591
2612,m,50,1607
2613,m,17,1622
2614,m,11,1610
2615,m,57,1597
2616,f,5,1609
2617,m,57,1612
2618,m,26,1599
2619,f,29,1624
2620,f,20,1620
2621,f,41,1623
2622,m,36,1615
2623,m,43,1586
2624,m,4,1623
2625,m,19,1619
2626,f,45,1586
2627,f,12,1619
2628,f,22,1623
2629,m,55,1599
2630,m,20,1587
2631,m,40,1593
2632,f,56,1586
2633,f,10,1591
2634,m,53,1596
2635,m,8,1613
2636,f,20,1596
2637,f,46,1595
2638,f,6,1615
2639,m,21,1609
2640,f,59,1624
2641,m,37,1611
2642,f,29,1623
2643,f,39,1597
2644,f,45,1609
2645,f,56,1600
2646,m,6,1613
2647,m,52,1593
2648,m,41,1615
2649,m,6,1619
2650,f,37,1621
2651,m,17,1587
2652,f,6,1619
2653,m,42,1615
2654,m,16,1609
2655,f,15,1616
2656,m,25,1607
2657,f,46,1598
2658,m,59,1612
2659,m,1,1592
2660,f,11,1625
2661,m,22,1617
2662,f,15,1604
2663,m,30,1599
2664,f,25,1613
2665,m,19,1587
2666,f,47,1592
2667,m,54,1609
2668,m,34,1592
2669,f,7,1607
2670,m,37,1598
2671,f,17,1611
2672,m,49,1597
2673,m,18,1593
2674,m,57,1618
2675,m,26,1623
2676,m,12,1587
2677,f,4,1592
2678,f,30,1598
2679,f,19,1624
2680,f,51,1620
2681,f,36,1617
2682,f,24,1609
2683,m,1,1606
2684,m,18,1617
2685,m,13,1617
2686,f,44,1586
2687,m,14,1591
2688,m,32,1611
2689,f,52,1594
2690,f,37,1614
2691,f,7,1589
2692,f,33,1599
2693,m,22,1607
2694,f,21,1594
2695,f,42,1593
2696,f,55,1619
2697,f,28,1607
2698,m,5,1611
2699,f,39,1621
2700,m,36,1609
2701,f,48,1616
2702,f,7,1618
2703,f,46,1588
2704,m,1,1601
2705,m,3,1588
2706,f,23,1594
2707,f,57,1622
2708,f,34,1618
2709,f,36,1587
2710,m,31,1619
2711,m,35,1624
2712,f,4,1619
2713,m,43,1596
2714,m,24,1601
2715,m,30,1617
2716,f,55,1625
2717,m,0,1620
2718,f,52,1601
2719,f,19,1617
2720,f,8,1595
2721,m,34,1623
2722,f,4,1603
2723,m,50,1613
2724,m,0,1606
2725,m,47,1592
2726,f,46,1600
2727,f,35,1615
2728,m,20,1599
2729,m,8,1625
2730,m,3,1587
2731,m,32,1593
2732,f,37,1589
2733,f,19,1620
2734,f,49,1613
2735,f,45,1605
2736,m,29,1600
2737,f,34,1600
2738,f,1,1608
2739,f,30,1608
2740,f,40,1600
2741,f,47,1623
2742,f,14,1607
2743,m,49,1596
2744,m,19,1598
2745,m,56,1623
2746,f,35,1601
2747,f,43,1603
2748,f,54,1599
2749,m,13,1587
2750,m,31,1613
2751,m,42,1599
2752,m,19,1620
2753,m,9,1623
2754,m,45,1600
2755,f,48,1604
2756,m,28,1604
2757,f,28,1617
2758,m,23,1625
2759,m,6,1620
2760,m,26,1603
2761,f,5,1604
2762,f,25,1607
2763,f,43,1615
2764,f,57,1598
2765,f,39,1600
2766,m,17,1614
2767,f,24,1594
2768,m,44,1597
2769,f,9,1618
2770,f,26,1596
2771,m,47,1612
2772,f,46,1589
2773,m,13,1590
2774,m,9,1622
2775,f,15,1608
2776,f,7,1625
2777,f,13,1590
2778,f,25,1599
2779,m,43,1602
2780,m,13,1622
2781,m,37,1615
2782,m,27,1619
2783,f,35,1586
2784,m,27,1615
2785,m,31,1598
2786,m,30,1609
2787,f,1,1599
2788,m,9,1618
2789,f,50,1608
2790,m,32,1616
2791,f,39,1618
2792,f,32,1611
2793,m,12,1615
2794,m,22,1614
2795,m,39,1602
2796,m,33,1602
2797,m,15,1614
2798,m,40,1617
2799,f,25,1596
2800,m,14,1587
2801,f,59,1610
2802,f,40,1615
2803,m,7,1625
2804,m,44,1606
2805,m,9,1600
2806,m,59,1621
2807,m,44,1596
2808,m,48,1623
2809,m,30,1596
2810,m,50,1600
2811,m,39,1605
2812,f,15,1620
2813,m,36,1624
2814,f,15,1614
2815,m,54,1602
2816,m,39,1599
2817,f,20,1596
2818,m,25,1624
2819,m,1,1616
2820,m,6,1623
2821,m,43,1586
2822,m,26,1617
2823,m,38,1587
2824,f,38,1608
2825,m,20,1603
2826,m,38,1602
2827,m,24,1620
2828,f,57,1620
2829,f,22,1586
2830,f,59,1588
2831,m,44,1617
2832,f,42,1602
2833,f,58,1615
2834,m,15,1603
2835,f,56,1605
2836,f,35,1591
2837,m,16,1619
2838,m,15,1594
2839,m,58,1596
2840,m,0,1595
2841,f,1,1597
2842,m,4,1605
2843,m,46,1618
2844,f,13,1586
2845,f,1,1604
2846,m,47,1603
2847,f,48,1607
2848,f,16,1592
2849,f,9,1586
2850,f,44,1609
2851,m,15,1586
2852,m,39,1590
2853,f,50,1586
2854,m,1,1590
2855,m,14,1605
2856,f,30,1614
2857,f,0,1607
2858,m,40,1586
2859,m,44,1615
2860,m,18,1588
2861,f,21,1586
2862,f,28,1599
2863,m,34,1588
2864,f,16,1616
2865,f,6,1612
2866,m,23,1615
2867,f,24,1623
2868,f,26,1617
2869,m,47,1616
2870,m,30,1599
2871,f,42,1613
2872,m,9,1610
2873,m,13,1596
2874,m,43,1607
2875,m,47,1601
2876,m,37,1616
2877,f,51,1598
2878,f,31,1616
2879,f,38,1620
2880,f,53,1598
2881,m,46,1601
2882,f,56,1607
2883,m,34,1590
2884,m,27,1598
2885,f,11,1624
2886,m,30,1614
2887,f,6,1613
2888,f,22,1609
2889,f,54,1600
2890,f,51,1618
2891,m,14,1624
2892,f,29,1599
2893,f,15,1609
2894,m,49,1586
